model,dataset,relative_path,video_sha256,theta,k,sequence_scores,detected,alert_score_index_zero_based,alert_frame_one_based,delay_seconds_at_25fps,alert_rolling_score
lstm_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0006.avi,021500d339b9625e2b458dcb6025c8449ac9eee5d00754f5ede84d4aebd2bd4d,0.7,5,27,0,,,,
lstm_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0006.avi,021500d339b9625e2b458dcb6025c8449ac9eee5d00754f5ede84d4aebd2bd4d,0.7,7,27,0,,,,
gru_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0006.avi,021500d339b9625e2b458dcb6025c8449ac9eee5d00754f5ede84d4aebd2bd4d,0.65,5,27,0,,,,
gru_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0006.avi,021500d339b9625e2b458dcb6025c8449ac9eee5d00754f5ede84d4aebd2bd4d,0.65,10,27,0,,,,
lstm_original_grouped,RLVS,Violence/V_293.mp4,c7bd830de03bd3adb74deb6a64db8ce988750a4a3ea66545022e127b35f974bd,0.7,5,25,1,4,40,1.600000,0.984775472
lstm_augmented_grouped,RLVS,Violence/V_293.mp4,c7bd830de03bd3adb74deb6a64db8ce988750a4a3ea66545022e127b35f974bd,0.7,7,25,1,6,50,2.000000,0.985721409
gru_original_grouped,RLVS,Violence/V_293.mp4,c7bd830de03bd3adb74deb6a64db8ce988750a4a3ea66545022e127b35f974bd,0.65,5,25,1,4,40,1.600000,0.980989313
gru_augmented_grouped,RLVS,Violence/V_293.mp4,c7bd830de03bd3adb74deb6a64db8ce988750a4a3ea66545022e127b35f974bd,0.65,10,25,1,9,65,2.600000,0.986480498
lstm_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0111.avi,6bd0662da957bbcd4757a35ce440fa709c7212de5ac23dfd52fb808d65bba498,0.7,5,27,1,4,40,1.600000,0.778086984
lstm_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0111.avi,6bd0662da957bbcd4757a35ce440fa709c7212de5ac23dfd52fb808d65bba498,0.7,7,27,1,6,50,2.000000,0.707862845
gru_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0111.avi,6bd0662da957bbcd4757a35ce440fa709c7212de5ac23dfd52fb808d65bba498,0.65,5,27,0,,,,
gru_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0111.avi,6bd0662da957bbcd4757a35ce440fa709c7212de5ac23dfd52fb808d65bba498,0.65,10,27,0,,,,
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0053.avi,44257b8b59f3b1c2539e48653143c4f7e83281f27512e05ca24ca803eeb947a3,0.7,5,27,1,4,40,1.600000,0.931757355
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0053.avi,44257b8b59f3b1c2539e48653143c4f7e83281f27512e05ca24ca803eeb947a3,0.7,7,27,1,6,50,2.000000,0.925683073
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0053.avi,44257b8b59f3b1c2539e48653143c4f7e83281f27512e05ca24ca803eeb947a3,0.65,5,27,1,4,40,1.600000,0.770594871
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0053.avi,44257b8b59f3b1c2539e48653143c4f7e83281f27512e05ca24ca803eeb947a3,0.65,10,27,0,,,,
lstm_original_grouped,RLVS,Violence/V_401.mp4,fa391e1c953111389c39731d0919cc5c481cdadfbb3eb35a888aec575331dc0b,0.7,5,22,1,4,40,1.600000,0.979690742
lstm_augmented_grouped,RLVS,Violence/V_401.mp4,fa391e1c953111389c39731d0919cc5c481cdadfbb3eb35a888aec575331dc0b,0.7,7,22,1,6,50,2.000000,0.854596572
gru_original_grouped,RLVS,Violence/V_401.mp4,fa391e1c953111389c39731d0919cc5c481cdadfbb3eb35a888aec575331dc0b,0.65,5,22,1,12,80,3.200000,0.777393419
gru_augmented_grouped,RLVS,Violence/V_401.mp4,fa391e1c953111389c39731d0919cc5c481cdadfbb3eb35a888aec575331dc0b,0.65,10,22,1,14,90,3.600000,0.690759663
lstm_original_grouped,RLVS,Violence/V_589.mp4,ed491b5d7fe79283952f3640b2c7ef12597f6f5494bb78e4ec871c8bfc81fbd9,0.7,5,34,1,4,40,1.600000,0.947055686
lstm_augmented_grouped,RLVS,Violence/V_589.mp4,ed491b5d7fe79283952f3640b2c7ef12597f6f5494bb78e4ec871c8bfc81fbd9,0.7,7,34,1,6,50,2.000000,0.912884687
gru_original_grouped,RLVS,Violence/V_589.mp4,ed491b5d7fe79283952f3640b2c7ef12597f6f5494bb78e4ec871c8bfc81fbd9,0.65,5,34,1,4,40,1.600000,0.946803498
gru_augmented_grouped,RLVS,Violence/V_589.mp4,ed491b5d7fe79283952f3640b2c7ef12597f6f5494bb78e4ec871c8bfc81fbd9,0.65,10,34,1,9,65,2.600000,0.949692422
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0493.avi,4a1836aad7ff25cdcef8be147fce519303a3413c937a6706ecb0a13418c14847,0.7,5,27,1,17,105,4.200000,0.717221880
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0493.avi,4a1836aad7ff25cdcef8be147fce519303a3413c937a6706ecb0a13418c14847,0.7,7,27,1,18,110,4.400000,0.710804428
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0493.avi,4a1836aad7ff25cdcef8be147fce519303a3413c937a6706ecb0a13418c14847,0.65,5,27,1,14,90,3.600000,0.658334076
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0493.avi,4a1836aad7ff25cdcef8be147fce519303a3413c937a6706ecb0a13418c14847,0.65,10,27,1,17,105,4.200000,0.651456219
lstm_original_grouped,RLVS,Violence/V_835.mp4,140d11f10bd56bcf111cc7565e12fe966d7cc1483f3fff2d58cfdb1e13839473,0.7,5,27,1,4,40,1.600000,0.815899217
lstm_augmented_grouped,RLVS,Violence/V_835.mp4,140d11f10bd56bcf111cc7565e12fe966d7cc1483f3fff2d58cfdb1e13839473,0.7,7,27,1,6,50,2.000000,0.911282659
gru_original_grouped,RLVS,Violence/V_835.mp4,140d11f10bd56bcf111cc7565e12fe966d7cc1483f3fff2d58cfdb1e13839473,0.65,5,27,1,4,40,1.600000,0.786400390
gru_augmented_grouped,RLVS,Violence/V_835.mp4,140d11f10bd56bcf111cc7565e12fe966d7cc1483f3fff2d58cfdb1e13839473,0.65,10,27,1,9,65,2.600000,0.810570914
lstm_original_grouped,RLVS,Violence/V_843.mp4,09d08c07d1c546a33f9b00b31b801c8c818277b2b899dad0a2879d17d0163487,0.7,5,27,1,4,40,1.600000,0.959456396
lstm_augmented_grouped,RLVS,Violence/V_843.mp4,09d08c07d1c546a33f9b00b31b801c8c818277b2b899dad0a2879d17d0163487,0.7,7,27,1,6,50,2.000000,0.974828337
gru_original_grouped,RLVS,Violence/V_843.mp4,09d08c07d1c546a33f9b00b31b801c8c818277b2b899dad0a2879d17d0163487,0.65,5,27,1,4,40,1.600000,0.926723766
gru_augmented_grouped,RLVS,Violence/V_843.mp4,09d08c07d1c546a33f9b00b31b801c8c818277b2b899dad0a2879d17d0163487,0.65,10,27,1,9,65,2.600000,0.938381416
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0640.avi,692d57d922528a617108ea1802ffbd3fb7b497e1204750f95028257425759543,0.7,5,27,1,4,40,1.600000,0.703504276
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0640.avi,692d57d922528a617108ea1802ffbd3fb7b497e1204750f95028257425759543,0.7,7,27,1,9,65,2.600000,0.715788211
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0640.avi,692d57d922528a617108ea1802ffbd3fb7b497e1204750f95028257425759543,0.65,5,27,0,,,,
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0640.avi,692d57d922528a617108ea1802ffbd3fb7b497e1204750f95028257425759543,0.65,10,27,0,,,,
lstm_original_grouped,RLVS,Violence/V_907.mp4,81fa0cf1390063bb6beca84b5fae44f7629f7e76465d126eaa8edd3418bc86a5,0.7,5,29,1,4,40,1.600000,0.993499887
lstm_augmented_grouped,RLVS,Violence/V_907.mp4,81fa0cf1390063bb6beca84b5fae44f7629f7e76465d126eaa8edd3418bc86a5,0.7,7,29,1,6,50,2.000000,0.991506134
gru_original_grouped,RLVS,Violence/V_907.mp4,81fa0cf1390063bb6beca84b5fae44f7629f7e76465d126eaa8edd3418bc86a5,0.65,5,29,1,4,40,1.600000,0.998161149
gru_augmented_grouped,RLVS,Violence/V_907.mp4,81fa0cf1390063bb6beca84b5fae44f7629f7e76465d126eaa8edd3418bc86a5,0.65,10,29,1,9,65,2.600000,0.994909573
lstm_original_grouped,RLVS,Violence/V_250.mp4,4ab15241f4dcf92878465c13113a55fca995a08b0229129dc7c4b8db85dc748b,0.7,5,18,1,4,40,1.600000,0.977424443
lstm_augmented_grouped,RLVS,Violence/V_250.mp4,4ab15241f4dcf92878465c13113a55fca995a08b0229129dc7c4b8db85dc748b,0.7,7,18,1,6,50,2.000000,0.949167073
gru_original_grouped,RLVS,Violence/V_250.mp4,4ab15241f4dcf92878465c13113a55fca995a08b0229129dc7c4b8db85dc748b,0.65,5,18,1,4,40,1.600000,0.954529774
gru_augmented_grouped,RLVS,Violence/V_250.mp4,4ab15241f4dcf92878465c13113a55fca995a08b0229129dc7c4b8db85dc748b,0.65,10,18,1,9,65,2.600000,0.940553594
lstm_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0154.avi,1fd3140119ce4d66e468f6a2312fea07038259646e0e0aa5fa2952b1eb9eede3,0.7,5,27,1,11,75,3.000000,0.709076226
lstm_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0154.avi,1fd3140119ce4d66e468f6a2312fea07038259646e0e0aa5fa2952b1eb9eede3,0.7,7,27,1,10,70,2.800000,0.704631635
gru_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0154.avi,1fd3140119ce4d66e468f6a2312fea07038259646e0e0aa5fa2952b1eb9eede3,0.65,5,27,1,11,75,3.000000,0.694713044
gru_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0154.avi,1fd3140119ce4d66e468f6a2312fea07038259646e0e0aa5fa2952b1eb9eede3,0.65,10,27,1,13,85,3.400000,0.694088853
lstm_original_grouped,RLVS,Violence/V_740.mp4,0226e8a316271a039f4947e5e3486bb17c1092979620c8e7a4fb5078b776ca3d,0.7,5,20,1,4,40,1.600000,0.981956112
lstm_augmented_grouped,RLVS,Violence/V_740.mp4,0226e8a316271a039f4947e5e3486bb17c1092979620c8e7a4fb5078b776ca3d,0.7,7,20,1,6,50,2.000000,0.920364729
gru_original_grouped,RLVS,Violence/V_740.mp4,0226e8a316271a039f4947e5e3486bb17c1092979620c8e7a4fb5078b776ca3d,0.65,5,20,1,4,40,1.600000,0.758103299
gru_augmented_grouped,RLVS,Violence/V_740.mp4,0226e8a316271a039f4947e5e3486bb17c1092979620c8e7a4fb5078b776ca3d,0.65,10,20,1,9,65,2.600000,0.961626840
lstm_original_grouped,RLVS,Violence/V_546.mp4,49c02f379d76f922cd1c68a72249f250b7d318113b6360b11adc245811741d9d,0.7,5,34,1,6,50,2.000000,0.789455676
lstm_augmented_grouped,RLVS,Violence/V_546.mp4,49c02f379d76f922cd1c68a72249f250b7d318113b6360b11adc245811741d9d,0.7,7,34,1,9,65,2.600000,0.703217898
gru_original_grouped,RLVS,Violence/V_546.mp4,49c02f379d76f922cd1c68a72249f250b7d318113b6360b11adc245811741d9d,0.65,5,34,1,5,45,1.800000,0.724400836
gru_augmented_grouped,RLVS,Violence/V_546.mp4,49c02f379d76f922cd1c68a72249f250b7d318113b6360b11adc245811741d9d,0.65,10,34,1,9,65,2.600000,0.653059220
lstm_original_grouped,RLVS,Violence/V_377.mp4,79a2b732a9096b068b11cf30b7eb5eb42424c612e348a4dad5d8ffb1789ccffa,0.7,5,53,1,44,240,9.600000,0.735393798
lstm_augmented_grouped,RLVS,Violence/V_377.mp4,79a2b732a9096b068b11cf30b7eb5eb42424c612e348a4dad5d8ffb1789ccffa,0.7,7,53,1,45,245,9.800000,0.790782379
gru_original_grouped,RLVS,Violence/V_377.mp4,79a2b732a9096b068b11cf30b7eb5eb42424c612e348a4dad5d8ffb1789ccffa,0.65,5,53,1,43,235,9.400000,0.745726287
gru_augmented_grouped,RLVS,Violence/V_377.mp4,79a2b732a9096b068b11cf30b7eb5eb42424c612e348a4dad5d8ffb1789ccffa,0.65,10,53,1,45,245,9.800000,0.662578924
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0038.avi,b3724ba45395996a6f28f1db929468a44b9f447b293e12c75e3d9ac964657747,0.7,5,27,1,4,40,1.600000,0.849891007
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0038.avi,b3724ba45395996a6f28f1db929468a44b9f447b293e12c75e3d9ac964657747,0.7,7,27,1,25,145,5.800000,0.709103908
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0038.avi,b3724ba45395996a6f28f1db929468a44b9f447b293e12c75e3d9ac964657747,0.65,5,27,1,8,60,2.400000,0.652163970
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0038.avi,b3724ba45395996a6f28f1db929468a44b9f447b293e12c75e3d9ac964657747,0.65,10,27,0,,,,
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0569.avi,6abcecb3280c9d40a1308a1be12e441c7155073e09bb74098a8a19e61acd0000,0.7,5,27,1,4,40,1.600000,0.935301447
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0569.avi,6abcecb3280c9d40a1308a1be12e441c7155073e09bb74098a8a19e61acd0000,0.7,7,27,1,6,50,2.000000,0.966304745
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0569.avi,6abcecb3280c9d40a1308a1be12e441c7155073e09bb74098a8a19e61acd0000,0.65,5,27,1,4,40,1.600000,0.757503414
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0569.avi,6abcecb3280c9d40a1308a1be12e441c7155073e09bb74098a8a19e61acd0000,0.65,10,27,1,9,65,2.600000,0.670525470
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0085.avi,f26a0ad92d41f2b3f69f9c46ec96fe1ba95963599e2576ce4324b6e71d01a369,0.7,5,27,1,4,40,1.600000,0.842978108
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0085.avi,f26a0ad92d41f2b3f69f9c46ec96fe1ba95963599e2576ce4324b6e71d01a369,0.7,7,27,1,25,145,5.800000,0.704000047
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0085.avi,f26a0ad92d41f2b3f69f9c46ec96fe1ba95963599e2576ce4324b6e71d01a369,0.65,5,27,1,4,40,1.600000,0.850270998
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0085.avi,f26a0ad92d41f2b3f69f9c46ec96fe1ba95963599e2576ce4324b6e71d01a369,0.65,10,27,1,22,130,5.200000,0.662205315
lstm_original_grouped,RLVS,Violence/V_357.mp4,e556b6b94446b3d1f69db36e39ae4189709da6c291ed52eb646765bbae762366,0.7,5,27,1,4,40,1.600000,0.993528378
lstm_augmented_grouped,RLVS,Violence/V_357.mp4,e556b6b94446b3d1f69db36e39ae4189709da6c291ed52eb646765bbae762366,0.7,7,27,1,6,50,2.000000,0.991192911
gru_original_grouped,RLVS,Violence/V_357.mp4,e556b6b94446b3d1f69db36e39ae4189709da6c291ed52eb646765bbae762366,0.65,5,27,1,4,40,1.600000,0.996056247
gru_augmented_grouped,RLVS,Violence/V_357.mp4,e556b6b94446b3d1f69db36e39ae4189709da6c291ed52eb646765bbae762366,0.65,10,27,1,9,65,2.600000,0.992953014
lstm_original_grouped,RLVS,Violence/V_103.mp4,f9affb7ff646c66ee54ce5584d90c44f2255758c1e4ca5ba81748995f00ffab3,0.7,5,27,1,4,40,1.600000,0.993170357
lstm_augmented_grouped,RLVS,Violence/V_103.mp4,f9affb7ff646c66ee54ce5584d90c44f2255758c1e4ca5ba81748995f00ffab3,0.7,7,27,1,6,50,2.000000,0.986010620
gru_original_grouped,RLVS,Violence/V_103.mp4,f9affb7ff646c66ee54ce5584d90c44f2255758c1e4ca5ba81748995f00ffab3,0.65,5,27,1,4,40,1.600000,0.992021084
gru_augmented_grouped,RLVS,Violence/V_103.mp4,f9affb7ff646c66ee54ce5584d90c44f2255758c1e4ca5ba81748995f00ffab3,0.65,10,27,1,9,65,2.600000,0.985615063
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0476.avi,00921e9d4deee0d5a304ab6b48df00b4b709150f0245600956d49f7645a745c4,0.7,5,27,1,4,40,1.600000,0.985880446
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0476.avi,00921e9d4deee0d5a304ab6b48df00b4b709150f0245600956d49f7645a745c4,0.7,7,27,1,6,50,2.000000,0.983379705
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0476.avi,00921e9d4deee0d5a304ab6b48df00b4b709150f0245600956d49f7645a745c4,0.65,5,27,1,4,40,1.600000,0.968651855
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0476.avi,00921e9d4deee0d5a304ab6b48df00b4b709150f0245600956d49f7645a745c4,0.65,10,27,1,9,65,2.600000,0.957835537
lstm_original_grouped,RLVS,Violence/V_968.mp4,f33d601196aa510c83fd87c764b397ff1e4839f87de8af3c25ee501a893ed8ba,0.7,5,27,1,4,40,1.600000,0.978530383
lstm_augmented_grouped,RLVS,Violence/V_968.mp4,f33d601196aa510c83fd87c764b397ff1e4839f87de8af3c25ee501a893ed8ba,0.7,7,27,1,6,50,2.000000,0.976883369
gru_original_grouped,RLVS,Violence/V_968.mp4,f33d601196aa510c83fd87c764b397ff1e4839f87de8af3c25ee501a893ed8ba,0.65,5,27,1,4,40,1.600000,0.985735047
gru_augmented_grouped,RLVS,Violence/V_968.mp4,f33d601196aa510c83fd87c764b397ff1e4839f87de8af3c25ee501a893ed8ba,0.65,10,27,1,9,65,2.600000,0.971549672
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0449.avi,ba4ee80c843dad1dce79d58a775ef08d844e17d62b08b02cabf3ac9513e95622,0.7,5,27,0,,,,
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0449.avi,ba4ee80c843dad1dce79d58a775ef08d844e17d62b08b02cabf3ac9513e95622,0.7,7,27,0,,,,
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0449.avi,ba4ee80c843dad1dce79d58a775ef08d844e17d62b08b02cabf3ac9513e95622,0.65,5,27,0,,,,
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0449.avi,ba4ee80c843dad1dce79d58a775ef08d844e17d62b08b02cabf3ac9513e95622,0.65,10,27,0,,,,
lstm_original_grouped,RLVS,Violence/V_196.mp4,ac51a84388a734d7723a108fd106057da8025f0144d0efc25a1562849ca02ceb,0.7,5,24,1,4,40,1.600000,0.987078702
lstm_augmented_grouped,RLVS,Violence/V_196.mp4,ac51a84388a734d7723a108fd106057da8025f0144d0efc25a1562849ca02ceb,0.7,7,24,1,6,50,2.000000,0.982764508
gru_original_grouped,RLVS,Violence/V_196.mp4,ac51a84388a734d7723a108fd106057da8025f0144d0efc25a1562849ca02ceb,0.65,5,24,1,4,40,1.600000,0.995016968
gru_augmented_grouped,RLVS,Violence/V_196.mp4,ac51a84388a734d7723a108fd106057da8025f0144d0efc25a1562849ca02ceb,0.65,10,24,1,9,65,2.600000,0.981849688
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0439.avi,cb7473dd35fb1c03b50b09d7b8ffd523c9a6a9aa05a806c586e418d6b6d81f46,0.7,5,27,1,4,40,1.600000,0.890376961
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0439.avi,cb7473dd35fb1c03b50b09d7b8ffd523c9a6a9aa05a806c586e418d6b6d81f46,0.7,7,27,1,6,50,2.000000,0.865828523
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0439.avi,cb7473dd35fb1c03b50b09d7b8ffd523c9a6a9aa05a806c586e418d6b6d81f46,0.65,5,27,1,4,40,1.600000,0.871089053
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0439.avi,cb7473dd35fb1c03b50b09d7b8ffd523c9a6a9aa05a806c586e418d6b6d81f46,0.65,10,27,1,9,65,2.600000,0.760925376
lstm_original_grouped,RLVS,Violence/V_420.mp4,6bb413293106d02ba6d66255ba91bd7ff345b5271b2cf08f00973439e7b73153,0.7,5,24,1,4,40,1.600000,0.958434141
lstm_augmented_grouped,RLVS,Violence/V_420.mp4,6bb413293106d02ba6d66255ba91bd7ff345b5271b2cf08f00973439e7b73153,0.7,7,24,1,6,50,2.000000,0.890883556
gru_original_grouped,RLVS,Violence/V_420.mp4,6bb413293106d02ba6d66255ba91bd7ff345b5271b2cf08f00973439e7b73153,0.65,5,24,1,4,40,1.600000,0.785975480
gru_augmented_grouped,RLVS,Violence/V_420.mp4,6bb413293106d02ba6d66255ba91bd7ff345b5271b2cf08f00973439e7b73153,0.65,10,24,1,9,65,2.600000,0.841245735
lstm_original_grouped,RLVS,Violence/V_175.mp4,c1a6bd7cbfacee52a0e8bc3a8710f0ada5a599be9cbbb78bedb57ac692fd44b7,0.7,5,21,1,4,40,1.600000,0.994029582
lstm_augmented_grouped,RLVS,Violence/V_175.mp4,c1a6bd7cbfacee52a0e8bc3a8710f0ada5a599be9cbbb78bedb57ac692fd44b7,0.7,7,21,1,6,50,2.000000,0.991060615
gru_original_grouped,RLVS,Violence/V_175.mp4,c1a6bd7cbfacee52a0e8bc3a8710f0ada5a599be9cbbb78bedb57ac692fd44b7,0.65,5,21,1,4,40,1.600000,0.995720267
gru_augmented_grouped,RLVS,Violence/V_175.mp4,c1a6bd7cbfacee52a0e8bc3a8710f0ada5a599be9cbbb78bedb57ac692fd44b7,0.65,10,21,1,9,65,2.600000,0.990785116
lstm_original_grouped,RLVS,Violence/V_190.mp4,96980de42112b2cda5edf663f78b427a871bf41ee56b490a63c3689218c180c0,0.7,5,34,1,4,40,1.600000,0.980452597
lstm_augmented_grouped,RLVS,Violence/V_190.mp4,96980de42112b2cda5edf663f78b427a871bf41ee56b490a63c3689218c180c0,0.7,7,34,1,6,50,2.000000,0.977355020
gru_original_grouped,RLVS,Violence/V_190.mp4,96980de42112b2cda5edf663f78b427a871bf41ee56b490a63c3689218c180c0,0.65,5,34,1,4,40,1.600000,0.983769751
gru_augmented_grouped,RLVS,Violence/V_190.mp4,96980de42112b2cda5edf663f78b427a871bf41ee56b490a63c3689218c180c0,0.65,10,34,1,9,65,2.600000,0.986356562
lstm_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0147.avi,e78692a8d11ec8d845e64a49d7129433f814eeed990497994ff60fe9f3fb5f5f,0.7,5,27,1,4,40,1.600000,0.987696612
lstm_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0147.avi,e78692a8d11ec8d845e64a49d7129433f814eeed990497994ff60fe9f3fb5f5f,0.7,7,27,1,6,50,2.000000,0.978553951
gru_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0147.avi,e78692a8d11ec8d845e64a49d7129433f814eeed990497994ff60fe9f3fb5f5f,0.65,5,27,1,4,40,1.600000,0.959764862
gru_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0147.avi,e78692a8d11ec8d845e64a49d7129433f814eeed990497994ff60fe9f3fb5f5f,0.65,10,27,1,9,65,2.600000,0.938759977
lstm_original_grouped,RLVS,Violence/V_325.mp4,956aef7d90d275261ffa132ea8f24701f4e7f1dcdb84313b46345f645e925552,0.7,5,30,1,4,40,1.600000,0.984488916
lstm_augmented_grouped,RLVS,Violence/V_325.mp4,956aef7d90d275261ffa132ea8f24701f4e7f1dcdb84313b46345f645e925552,0.7,7,30,1,6,50,2.000000,0.980521909
gru_original_grouped,RLVS,Violence/V_325.mp4,956aef7d90d275261ffa132ea8f24701f4e7f1dcdb84313b46345f645e925552,0.65,5,30,1,4,40,1.600000,0.961238670
gru_augmented_grouped,RLVS,Violence/V_325.mp4,956aef7d90d275261ffa132ea8f24701f4e7f1dcdb84313b46345f645e925552,0.65,10,30,1,9,65,2.600000,0.984997141
lstm_original_grouped,RLVS,Violence/V_630.mp4,0bba64d8b8feb24a94830e95013cb9fb5c82c3b7ac4ceb7b4feb1baeff37813a,0.7,5,27,1,4,40,1.600000,0.995118296
lstm_augmented_grouped,RLVS,Violence/V_630.mp4,0bba64d8b8feb24a94830e95013cb9fb5c82c3b7ac4ceb7b4feb1baeff37813a,0.7,7,27,1,6,50,2.000000,0.991116856
gru_original_grouped,RLVS,Violence/V_630.mp4,0bba64d8b8feb24a94830e95013cb9fb5c82c3b7ac4ceb7b4feb1baeff37813a,0.65,5,27,1,4,40,1.600000,0.998849034
gru_augmented_grouped,RLVS,Violence/V_630.mp4,0bba64d8b8feb24a94830e95013cb9fb5c82c3b7ac4ceb7b4feb1baeff37813a,0.65,10,27,1,9,65,2.600000,0.998468918
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0214.avi,1762cb0f8fa7cb4b26717b356532d0e1ba2f5252836e2b951413cf3fbbfa49ab,0.7,5,27,1,4,40,1.600000,0.955660164
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0214.avi,1762cb0f8fa7cb4b26717b356532d0e1ba2f5252836e2b951413cf3fbbfa49ab,0.7,7,27,1,6,50,2.000000,0.960574908
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0214.avi,1762cb0f8fa7cb4b26717b356532d0e1ba2f5252836e2b951413cf3fbbfa49ab,0.65,5,27,1,4,40,1.600000,0.922371173
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0214.avi,1762cb0f8fa7cb4b26717b356532d0e1ba2f5252836e2b951413cf3fbbfa49ab,0.65,10,27,1,9,65,2.600000,0.828722370
lstm_original_grouped,RLVS,Violence/V_122.mp4,0a7691a7a314056eb961cac5114c85f8a9d735d3034e9a05ed35945c720fc67d,0.7,5,27,1,4,40,1.600000,0.993462682
lstm_augmented_grouped,RLVS,Violence/V_122.mp4,0a7691a7a314056eb961cac5114c85f8a9d735d3034e9a05ed35945c720fc67d,0.7,7,27,1,6,50,2.000000,0.978007947
gru_original_grouped,RLVS,Violence/V_122.mp4,0a7691a7a314056eb961cac5114c85f8a9d735d3034e9a05ed35945c720fc67d,0.65,5,27,1,4,40,1.600000,0.955632412
gru_augmented_grouped,RLVS,Violence/V_122.mp4,0a7691a7a314056eb961cac5114c85f8a9d735d3034e9a05ed35945c720fc67d,0.65,10,27,1,9,65,2.600000,0.955251330
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0603.avi,4141bf0166f9efacdd8c6074923ec1c79923c91d22a83d3413eaf0432df3bfb6,0.7,5,27,1,4,40,1.600000,0.967328262
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0603.avi,4141bf0166f9efacdd8c6074923ec1c79923c91d22a83d3413eaf0432df3bfb6,0.7,7,27,1,6,50,2.000000,0.962071759
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0603.avi,4141bf0166f9efacdd8c6074923ec1c79923c91d22a83d3413eaf0432df3bfb6,0.65,5,27,1,4,40,1.600000,0.930134165
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0603.avi,4141bf0166f9efacdd8c6074923ec1c79923c91d22a83d3413eaf0432df3bfb6,0.65,10,27,1,9,65,2.600000,0.901734906
lstm_original_grouped,RLVS,Violence/V_683.mp4,09c262a6c9a48b6d6b9014c54f80bb94403b1fbe9b0fd301fa4fcb1afadf1ff5,0.7,5,22,1,12,80,3.200000,0.760981739
